PRODUCTID;ORDER_NUMBER;ORDER_QUANTITY;UNIT_PRICE;DELIVERY_COST;TAX_RATE
13;SO50087   ;4;EUR 399;EUR 84,51;0.23000
10;SO50147   ;8;EUR 1490;EUR 63,73;0.23000
11;SO45378   ;7;EUR 433,33;EUR 83,36;0.23000
3;SO45452   ;10;EUR 99,99;EUR 46,52;0.23000
5;SO45746   ;9;EUR 200;EUR 70,47;0.23000
6;SO45771   ;2;EUR 2229,5;EUR 71,22;0.23000
8;SO46117   ;8;EUR 1954,74;EUR 55,58;0.23000
4;SO49417   ;1;EUR 1159,9;EUR 82,7;0.23000
11;SO49935   ;2;EUR 433,33;EUR 36,09;0.23000
4;SO50080   ;4;EUR 1159,9;EUR 56,8;0.23000
12;SO45032   ;4;EUR 299,99;EUR 81,03;0.23000
4;SO46019   ;8;EUR 1159,9;EUR 66,33;0.23000
7;SO49260   ;6;EUR 1306;EUR 35,18;0.23000
2;SO49337   ;6;EUR 850;EUR 37,11;0.23000
4;SO49432   ;5;EUR 1159,9;EUR 66,02;0.23000
9;SO49604   ;10;EUR 503,96;EUR 70,5;0.23000
8;SO50026   ;5;EUR 1954,74;EUR 57,59;0.23000
2;SO45188   ;2;EUR 850;EUR 31,93;0.23000
8;SO44890   ;8;EUR 1954,74;EUR 74,51;0.23000
6;SO45139   ;9;EUR 2229,5;EUR 50,35;0.23000
7;SO45609   ;3;EUR 1306;EUR 58,67;0.23000
7;SO45970   ;7;EUR 1306;EUR 40,57;0.23000
10;SO48973   ;1;EUR 1490;EUR 81,71;0.23000
9;SO49215   ;7;EUR 503,96;EUR 69,15;0.23000
3;SO49756   ;10;EUR 99,99;EUR 47,48;0.23000
7;SO45459   ;6;EUR 1306;EUR 80,49;0.23000
10;SO45983   ;8;EUR 1490;EUR 69,61;0.23000
5;SO48919   ;4;EUR 200;EUR 59,18;0.23000
11;SO49283   ;9;EUR 433,33;EUR 35,31;0.23000
7;SO49408   ;1;EUR 1306;EUR 53,57;0.23000
12;SO49411   ;1;EUR 299,99;EUR 75,11;0.23000
2;SO49759   ;2;EUR 850;EUR 73,46;0.23000
2;SO49757   ;9;EUR 850;EUR 55,66;0.23000
4;SO45030   ;7;EUR 1159,9;EUR 33,79;0.23000
9;SO45498   ;1;EUR 503,96;EUR 40,27;0.23000
2;SO45496   ;2;EUR 850;EUR 72,65;0.23000
12;SO45657   ;8;EUR 299,99;EUR 31,56;0.23000
7;SO48486   ;7;EUR 1306;EUR 78,73;0.23000
10;SO48815   ;4;EUR 1490;EUR 78,04;0.23000
3;SO49771   ;9;EUR 99,99;EUR 68,81;0.23000
11;SO50177   ;5;EUR 433,33;EUR 61,9;0.23000
3;SO45153   ;3;EUR 99,99;EUR 34,58;0.23000
9;SO45214   ;4;EUR 503,96;EUR 84,15;0.23000
11;SO45918   ;5;EUR 433,33;EUR 71,4;0.23000
6;SO48827   ;10;EUR 2229,5;EUR 33,4;0.23000
5;SO49426   ;10;EUR 200;EUR 76,76;0.23000
7;SO49641   ;2;EUR 1306;EUR 36,05;0.23000
7;SO49929   ;9;EUR 1306;EUR 53,49;0.23000
2;SO50082   ;9;EUR 850;EUR 50,96;0.23000
12;SO44846   ;10;EUR 299,99;EUR 75,38;0.23000
6;SO44868   ;7;EUR 2229,5;EUR 42,61;0.23000
3;SO45083   ;6;EUR 99,99;EUR 30,12;0.23000
12;SO45262   ;1;EUR 299,99;EUR 47,37;0.23000
12;SO45495   ;4;EUR 299,99;EUR 43,75;0.23000
7;SO45713   ;9;EUR 1306;EUR 38,35;0.23000
7;SO49696   ;9;EUR 1306;EUR 77,56;0.23000
9;SO50052   ;6;EUR 503,96;EUR 83,6;0.23000
7;SO45136   ;5;EUR 1306;EUR 82,68;0.23000
10;SO45740   ;8;EUR 1490;EUR 58,87;0.23000
2;SO45769   ;4;EUR 850;EUR 84,1;0.23000
3;SO48639   ;7;EUR 99,99;EUR 31,36;0.23000
3;SO49009   ;7;EUR 99,99;EUR 81,21;0.23000
12;SO45200   ;9;EUR 299,99;EUR 63,45;0.23000
5;SO45248   ;4;EUR 200;EUR 45,76;0.23000
10;SO45615   ;9;EUR 1490;EUR 59,77;0.23000
12;SO45709   ;4;EUR 299,99;EUR 33,44;0.23000
10;SO50363   ;6;EUR 1490;EUR 47,58;0.23000
11;SO45119   ;4;EUR 433,33;EUR 69,04;0.23000
4;SO45711   ;5;EUR 1159,9;EUR 47,83;0.23000
11;SO45743   ;2;EUR 433,33;EUR 50,23;0.23000
13;SO45102   ;8;EUR 399;EUR 66,88;0.23000
6;SO45651   ;10;EUR 2229,5;EUR 65,19;0.23000
5;SO45710   ;6;EUR 200;EUR 55,17;0.23000
9;SO45844   ;1;EUR 503,96;EUR 42,18;0.23000
2;SO45843   ;2;EUR 850;EUR 53,19;0.23000
10;SO45914   ;4;EUR 1490;EUR 56,28;0.23000
12;SO48880   ;2;EUR 299,99;EUR 71,15;0.23000
3;SO49387   ;10;EUR 99,99;EUR 52,74;0.23000
2;SO44850   ;2;EUR 850;EUR 31,32;0.23000
9;SO44997   ;7;EUR 503,96;EUR 48,96;0.23000
8;SO45148   ;7;EUR 1954,74;EUR 50,77;0.23000
3;SO45484   ;5;EUR 99,99;EUR 44,68;0.23000
3;SO45604   ;10;EUR 99,99;EUR 36,35;0.23000
8;SO45669   ;7;EUR 1954,74;EUR 73,18;0.23000
7;SO45752   ;7;EUR 1306;EUR 81,16;0.23000
12;SO45967   ;10;EUR 299,99;EUR 52,45;0.23000
12;SO45975   ;10;EUR 299,99;EUR 84,71;0.23000
9;SO48881   ;8;EUR 503,96;EUR 37,25;0.23000
9;SO49646   ;8;EUR 503,96;EUR 69,12;0.23000
8;SO45101   ;2;EUR 1954,74;EUR 42,59;0.23000
7;SO45127   ;9;EUR 1306;EUR 31,13;0.23000
10;SO45462   ;10;EUR 1490;EUR 34,39;0.23000
6;SO45702   ;3;EUR 2229,5;EUR 56,91;0.23000
5;SO45848   ;5;EUR 200;EUR 34,21;0.23000
13;SO46018   ;2;EUR 399;EUR 63,66;0.23000
5;SO48630   ;8;EUR 200;EUR 40,72;0.23000
10;SO49302   ;7;EUR 1490;EUR 63,16;0.23000
2;SO45205   ;7;EUR 850;EUR 39,07;0.23000
2;SO45244   ;10;EUR 850;EUR 69,71;0.23000
3;SO48951   ;9;EUR 99,99;EUR 46,5;0.23000
9;SO49182   ;9;EUR 503,96;EUR 66,08;0.23000
9;SO50093   ;9;EUR 503,96;EUR 49,71;0.23000
9;SO45831   ;3;EUR 503,96;EUR 78,9;0.23000
8;SO45872   ;7;EUR 1954,74;EUR 70,23;0.23000
11;SO49189   ;5;EUR 433,33;EUR 84,94;0.23000
5;SO49978   ;9;EUR 200;EUR 45,89;0.23000
5;SO50347   ;5;EUR 200;EUR 63,9;0.23000
12;SO44899   ;9;EUR 299,99;EUR 56,23;0.23000
9;SO48595   ;4;EUR 503,96;EUR 74,35;0.23000
10;SO49171   ;3;EUR 1490;EUR 49,56;0.23000
13;SO49625   ;9;EUR 399;EUR 51,79;0.23000
3;SO49748   ;3;EUR 99,99;EUR 79,63;0.23000
8;SO48519   ;1;EUR 1954,74;EUR 39,77;0.23000
12;SO48804   ;9;EUR 299,99;EUR 37,59;0.23000
10;SO48968   ;1;EUR 1490;EUR 52,34;0.23000
4;SO49404   ;4;EUR 1159,9;EUR 48,58;0.23000
9;SO50167   ;1;EUR 503,96;EUR 56,69;0.23000
4;SO49313   ;8;EUR 1159,9;EUR 47,05;0.23000
12;SO44865   ;7;EUR 299,99;EUR 58,83;0.23000
8;SO45650   ;1;EUR 1954,74;EUR 74,5;0.23000
11;SO48442   ;9;EUR 433,33;EUR 57,55;0.23000
5;SO49931   ;1;EUR 200;EUR 74,72;0.23000
11;SO50360   ;7;EUR 433,33;EUR 56,23;0.23000
9;SO44907   ;9;EUR 503,96;EUR 66,35;0.23000
3;SO45360   ;8;EUR 99,99;EUR 83,95;0.23000
11;SO48466   ;3;EUR 433,33;EUR 57,39;0.23000
7;SO48541   ;10;EUR 1306;EUR 57,91;0.23000
12;SO48677   ;8;EUR 299,99;EUR 57,42;0.23000
13;SO48877   ;3;EUR 399;EUR 54,7;0.23000
12;SO49388   ;10;EUR 299,99;EUR 52,89;0.23000
12;SO49781   ;9;EUR 299,99;EUR 65,21;0.23000
11;SO44995   ;7;EUR 433,33;EUR 80,18;0.23000
10;SO45403   ;6;EUR 1490;EUR 36,08;0.23000
7;SO45656   ;6;EUR 1306;EUR 39,01;0.23000
7;SO49949   ;3;EUR 1306;EUR 35,81;0.23000
2;SO49981   ;2;EUR 850;EUR 69,82;0.23000
5;SO49695   ;4;EUR 200;EUR 85,52;0.23000
4;SO49948   ;7;EUR 1159,9;EUR 34,31;0.23000
2;SO45100   ;6;EUR 850;EUR 69,37;0.23000
8;SO45458   ;9;EUR 1954,74;EUR 46,66;0.23000
2;SO45995   ;5;EUR 850;EUR 50,97;0.23000
3;SO49382   ;7;EUR 99,99;EUR 38,29;0.23000
12;SO49680   ;1;EUR 299,99;EUR 71,5;0.23000
12;SO50348   ;10;EUR 299,99;EUR 39,41;0.23000
7;SO44871   ;2;EUR 1306;EUR 76,88;0.23000
4;SO45024   ;7;EUR 1159,9;EUR 45,77;0.23000
9;SO45838   ;4;EUR 503,96;EUR 72,26;0.23000
2;SO46022   ;6;EUR 850;EUR 78,53;0.23000
10;SO48698   ;2;EUR 1490;EUR 47,56;0.23000
9;SO49365   ;4;EUR 503,96;EUR 47,88;0.23000
5;SO49402   ;2;EUR 200;EUR 75,29;0.23000
3;SO49421   ;5;EUR 99,99;EUR 69,29;0.23000
5;SO49768   ;9;EUR 200;EUR 57,25;0.23000
4;SO45382   ;4;EUR 1159,9;EUR 31,71;0.23000
6;SO48484   ;9;EUR 2229,5;EUR 63,46;0.23000
12;SO48529   ;3;EUR 299,99;EUR 34,94;0.23000
6;SO48582   ;8;EUR 2229,5;EUR 80,67;0.23000
3;SO48684   ;4;EUR 99,99;EUR 56,79;0.23000
13;SO49326   ;8;EUR 399;EUR 42,45;0.23000
11;SO45079   ;4;EUR 433,33;EUR 30,28;0.23000
2;SO45190   ;4;EUR 850;EUR 42,16;0.23000
6;SO45500   ;3;EUR 2229,5;EUR 40,47;0.23000
3;SO48572   ;5;EUR 99,99;EUR 61,45;0.23000
10;SO49817   ;2;EUR 1490;EUR 44,55;0.23000
5;SO44808   ;9;EUR 200;EUR 42,17;0.23000
9;SO45352   ;9;EUR 503,96;EUR 59,16;0.23000
2;SO48506   ;2;EUR 850;EUR 52,47;0.23000
10;SO44944   ;5;EUR 1490;EUR 43,14;0.23000
11;SO45944   ;1;EUR 433,33;EUR 62,6;0.23000
3;SO48669   ;2;EUR 99,99;EUR 39,83;0.23000
4;SO50110   ;8;EUR 1159,9;EUR 54,56;0.23000
9;SO50152   ;9;EUR 503,96;EUR 81,45;0.23000
11;SO50331   ;8;EUR 433,33;EUR 85,22;0.23000
11;SO45082   ;2;EUR 433,33;EUR 38,53;0.23000
6;SO45117   ;7;EUR 2229,5;EUR 77;0.23000
3;SO49035   ;9;EUR 99,99;EUR 78,78;0.23000
11;SO49770   ;8;EUR 433,33;EUR 84,2;0.23000
12;SO50359   ;10;EUR 299,99;EUR 76,94;0.23000
12;SO45133   ;1;EUR 299,99;EUR 61,65;0.23000
13;SO49354   ;4;EUR 399;EUR 73,36;0.23000
8;SO49820   ;5;EUR 1954,74;EUR 74,17;0.23000
4;SO50032   ;9;EUR 1159,9;EUR 67,96;0.23000
13;SO44967   ;8;EUR 399;EUR 48,2;0.23000
4;SO45824   ;9;EUR 1159,9;EUR 64,66;0.23000
11;SO45905   ;1;EUR 433,33;EUR 44,41;0.23000
2;SO48941   ;9;EUR 850;EUR 31,24;0.23000
8;SO50137   ;10;EUR 1954,74;EUR 38,83;0.23000
12;SO45014   ;5;EUR 299,99;EUR 74,03;0.23000
7;SO45880   ;3;EUR 1306;EUR 74,32;0.23000
6;SO50364   ;5;EUR 2229,5;EUR 58,26;0.23000
12;SO49248   ;1;EUR 299,99;EUR 47,96;0.23000
11;SO49327   ;1;EUR 433,33;EUR 52,25;0.23000
8;SO45110   ;1;EUR 1954,74;EUR 43,08;0.23000
10;SO45198   ;6;EUR 1490;EUR 74,62;0.23000
13;SO46120   ;4;EUR 399;EUR 49,27;0.23000
7;SO48623   ;8;EUR 1306;EUR 78,45;0.23000
13;SO48727   ;4;EUR 399;EUR 65,69;0.23000
5;SO49301   ;6;EUR 200;EUR 56,23;0.23000
12;SO50343   ;8;EUR 299,99;EUR 71,95;0.23000
3;SO44900   ;6;EUR 99,99;EUR 43,93;0.23000
6;SO49320   ;1;EUR 2229,5;EUR 50,64;0.23000
4;SO49392   ;3;EUR 1159,9;EUR 72,95;0.23000
9;SO49406   ;5;EUR 503,96;EUR 79,96;0.23000
9;SO49984   ;4;EUR 503,96;EUR 65,12;0.23000
5;SO50132   ;5;EUR 200;EUR 32,03;0.23000
7;SO50162   ;4;EUR 1306;EUR 72,1;0.23000
9;SO44882   ;10;EUR 503,96;EUR 59,69;0.23000
7;SO48624   ;4;EUR 1306;EUR 55,51;0.23000
5;SO49385   ;3;EUR 200;EUR 76,67;0.23000
3;SO49418   ;4;EUR 99,99;EUR 74,07;0.23000
7;SO49736   ;6;EUR 1306;EUR 70;0.23000
2;SO44813   ;8;EUR 850;EUR 39,27;0.23000
2;SO45444   ;9;EUR 850;EUR 48,22;0.23000
6;SO45737   ;2;EUR 2229,5;EUR 84,24;0.23000
5;SO45776   ;10;EUR 200;EUR 76,11;0.23000
12;SO45929   ;9;EUR 299,99;EUR 76,17;0.23000
3;SO48543   ;7;EUR 99,99;EUR 76,84;0.23000
7;SO48621   ;9;EUR 1306;EUR 66,94;0.23000
11;SO50075   ;1;EUR 433,33;EUR 85,59;0.23000
8;SO45197   ;3;EUR 1954,74;EUR 80,07;0.23000
11;SO45194   ;7;EUR 433,33;EUR 77,04;0.23000
3;SO49919   ;1;EUR 99,99;EUR 56,37;0.23000
12;SO50141   ;1;EUR 299,99;EUR 47,47;0.23000
2;SO45366   ;2;EUR 850;EUR 70,17;0.23000
2;SO45463   ;1;EUR 850;EUR 43,79;0.23000
7;SO45820   ;4;EUR 1306;EUR 56,42;0.23000
10;SO44893   ;2;EUR 1490;EUR 46,42;0.23000
12;SO45749   ;10;EUR 299,99;EUR 57,05;0.23000
4;SO45854   ;6;EUR 1159,9;EUR 57,91;0.23000
10;SO49567   ;4;EUR 1490;EUR 46,34;0.23000
5;SO49988   ;3;EUR 200;EUR 82,49;0.23000
13;SO45580   ;1;EUR 399;EUR 72,94;0.23000
11;SO45634   ;8;EUR 433,33;EUR 54,88;0.23000
13;SO45742   ;4;EUR 399;EUR 57,6;0.23000
6;SO45865   ;8;EUR 2229,5;EUR 85,46;0.23000
5;SO49231   ;5;EUR 200;EUR 82,09;0.23000
3;SO49250   ;1;EUR 99,99;EUR 49,07;0.23000
3;SO49598   ;10;EUR 99,99;EUR 59,89;0.23000
8;SO50063   ;9;EUR 1954,74;EUR 47,82;0.23000
11;SO50101   ;5;EUR 433,33;EUR 79,27;0.23000
2;SO45477   ;3;EUR 850;EUR 48,79;0.23000
4;SO45718   ;2;EUR 1159,9;EUR 67,17;0.23000
4;SO48965   ;2;EUR 1159,9;EUR 55,82;0.23000
9;SO49034   ;5;EUR 503,96;EUR 81,57;0.23000
3;SO50081   ;4;EUR 99,99;EUR 54,26;0.23000
12;SO50178   ;6;EUR 299,99;EUR 82,06;0.23000
4;SO45393   ;8;EUR 1159,9;EUR 32,93;0.23000
5;SO48479   ;3;EUR 200;EUR 78,15;0.23000
4;SO48656   ;2;EUR 1159,9;EUR 71,69;0.23000
6;SO49401   ;6;EUR 2229,5;EUR 70,36;0.23000
13;SO44833   ;2;EUR 399;EUR 79,41;0.23000
4;SO45211   ;3;EUR 1159,9;EUR 56,8;0.23000
7;SO45240   ;1;EUR 1306;EUR 36,32;0.23000
4;SO48975   ;3;EUR 1159,9;EUR 63,49;0.23000
13;SO49251   ;4;EUR 399;EUR 78,15;0.23000
2;SO49338   ;8;EUR 850;EUR 77,26;0.23000
10;SO49436   ;9;EUR 1490;EUR 81,94;0.23000
3;SO48489   ;7;EUR 99,99;EUR 83,11;0.23000
7;SO48501   ;1;EUR 1306;EUR 68;0.23000
5;SO49636   ;6;EUR 200;EUR 31,76;0.23000
2;SO49795   ;4;EUR 850;EUR 65,42;0.23000
13;SO49930   ;1;EUR 399;EUR 31,33;0.23000
9;SO44812   ;2;EUR 503,96;EUR 58,49;0.23000
12;SO44902   ;4;EUR 299,99;EUR 75,48;0.23000
2;SO45661   ;4;EUR 850;EUR 53,6;0.23000
5;SO48433   ;9;EUR 200;EUR 50,76;0.23000
12;SO48874   ;10;EUR 299,99;EUR 68,78;0.23000
12;SO49030   ;2;EUR 299,99;EUR 40,07;0.23000
2;SO49965   ;6;EUR 850;EUR 76,7;0.23000
9;SO45748   ;9;EUR 503,96;EUR 71,37;0.23000
12;SO45817   ;8;EUR 299,99;EUR 71,09;0.23000
4;SO45875   ;3;EUR 1159,9;EUR 77,76;0.23000
8;SO48454   ;1;EUR 1954,74;EUR 50,07;0.23000
7;SO48869   ;3;EUR 1306;EUR 40,57;0.23000
8;SO49190   ;8;EUR 1954,74;EUR 71,02;0.23000
2;SO49617   ;8;EUR 850;EUR 77,94;0.23000
7;SO50043   ;7;EUR 1306;EUR 50,9;0.23000
12;SO44837   ;9;EUR 299,99;EUR 36,34;0.23000
2;SO45582   ;1;EUR 850;EUR 30,95;0.23000
9;SO45761   ;6;EUR 503,96;EUR 47,52;0.23000
4;SO50090   ;8;EUR 1159,9;EUR 62,23;0.23000
13;SO50112   ;6;EUR 399;EUR 39,64;0.23000
9;SO50114   ;10;EUR 503,96;EUR 79,97;0.23000
3;SO44980   ;2;EUR 99,99;EUR 62,88;0.23000
12;SO45033   ;6;EUR 299,99;EUR 43,52;0.23000
10;SO45859   ;10;EUR 1490;EUR 63,6;0.23000
2;SO45953   ;1;EUR 850;EUR 47,3;0.23000
3;SO49666   ;10;EUR 99,99;EUR 83,07;0.23000
13;SO49900   ;4;EUR 399;EUR 47,61;0.23000
9;SO49908   ;2;EUR 503,96;EUR 74,49;0.23000
8;SO49958   ;8;EUR 1954,74;EUR 85,66;0.23000
13;SO45105   ;8;EUR 399;EUR 33,02;0.23000
3;SO45228   ;4;EUR 99,99;EUR 52,28;0.23000
5;SO45677   ;8;EUR 200;EUR 75,44;0.23000
10;SO48578   ;5;EUR 1490;EUR 84,31;0.23000
8;SO48643   ;2;EUR 1954,74;EUR 57,74;0.23000
6;SO49410   ;3;EUR 2229,5;EUR 73,67;0.23000
5;SO49591   ;6;EUR 200;EUR 36,25;0.23000
7;SO49739   ;3;EUR 1306;EUR 48,38;0.23000
6;SO44936   ;8;EUR 2229,5;EUR 30,31;0.23000
12;SO45723   ;9;EUR 299,99;EUR 76,12;0.23000
5;SO45826   ;6;EUR 200;EUR 52,03;0.23000
7;SO49943   ;4;EUR 1306;EUR 80,32;0.23000
12;SO45126   ;9;EUR 299,99;EUR 34,73;0.23000
7;SO48597   ;4;EUR 1306;EUR 73,95;0.23000
7;SO48952   ;2;EUR 1306;EUR 83,84;0.23000
5;SO49806   ;1;EUR 200;EUR 70,95;0.23000
5;SO49970   ;1;EUR 200;EUR 34,93;0.23000
5;SO45664   ;6;EUR 200;EUR 31,43;0.23000
13;SO46016   ;7;EUR 399;EUR 81;0.23000
5;SO48496   ;5;EUR 200;EUR 74,19;0.23000
13;SO49348   ;4;EUR 399;EUR 62,66;0.23000
12;SO44861   ;6;EUR 299,99;EUR 32,33;0.23000
4;SO45081   ;9;EUR 1159,9;EUR 77,06;0.23000
9;SO45261   ;10;EUR 503,96;EUR 71,75;0.23000
6;SO45359   ;7;EUR 2229,5;EUR 47,22;0.23000
9;SO48476   ;5;EUR 503,96;EUR 54,38;0.23000
3;SO49698   ;3;EUR 99,99;EUR 31,32;0.23000
8;SO50085   ;5;EUR 1954,74;EUR 51,25;0.23000
3;SO45085   ;3;EUR 99,99;EUR 79,17;0.23000
10;SO45347   ;9;EUR 1490;EUR 83,45;0.23000
2;SO45478   ;9;EUR 850;EUR 35,49;0.23000
4;SO48520   ;7;EUR 1159,9;EUR 42,91;0.23000
5;SO48661   ;6;EUR 200;EUR 85,04;0.23000
9;SO44949   ;10;EUR 503,96;EUR 65,52;0.23000
12;SO45131   ;10;EUR 299,99;EUR 69,75;0.23000
6;SO46121   ;5;EUR 2229,5;EUR 71,58;0.23000
7;SO49595   ;9;EUR 1306;EUR 63,06;0.23000
8;SO49626   ;10;EUR 1954,74;EUR 77,76;0.23000
7;SO49643   ;3;EUR 1306;EUR 36,59;0.23000
6;SO44897   ;9;EUR 2229,5;EUR 77,33;0.23000
8;SO45163   ;5;EUR 1954,74;EUR 79,19;0.23000
2;SO48723   ;1;EUR 850;EUR 36,04;0.23000
5;SO49815   ;2;EUR 200;EUR 48,13;0.23000
2;SO49912   ;4;EUR 850;EUR 78,98;0.23000
5;SO50369   ;9;EUR 200;EUR 39,95;0.23000
13;SO45480   ;10;EUR 399;EUR 74,45;0.23000
7;SO48659   ;2;EUR 1306;EUR 39,21;0.23000
6;SO48930   ;1;EUR 2229,5;EUR 73,71;0.23000
2;SO49261   ;9;EUR 850;EUR 64,38;0.23000
7;SO49800   ;9;EUR 1306;EUR 49,42;0.23000
4;SO48587   ;2;EUR 1159,9;EUR 49,78;0.23000
7;SO49002   ;6;EUR 1306;EUR 67,44;0.23000
7;SO49431   ;7;EUR 1306;EUR 78,78;0.23000
8;SO49716   ;4;EUR 1954,74;EUR 72,79;0.23000
4;SO49903   ;5;EUR 1159,9;EUR 42,12;0.23000
5;SO49993   ;8;EUR 200;EUR 48,06;0.23000
11;SO50023   ;6;EUR 433,33;EUR 45,96;0.23000
8;SO45630   ;6;EUR 1954,74;EUR 84,39;0.23000
9;SO48891   ;4;EUR 503,96;EUR 39,38;0.23000
8;SO45116   ;2;EUR 1954,74;EUR 38,34;0.23000
5;SO45919   ;7;EUR 200;EUR 78,48;0.23000
10;SO48498   ;10;EUR 1490;EUR 79,22;0.23000
5;SO48675   ;3;EUR 200;EUR 40,61;0.23000
13;SO49198   ;7;EUR 399;EUR 51,21;0.23000
6;SO50024   ;2;EUR 2229,5;EUR 57,12;0.23000
11;SO45165   ;8;EUR 433,33;EUR 33,55;0.23000
11;SO45649   ;5;EUR 433,33;EUR 54,49;0.23000
6;SO45654   ;6;EUR 2229,5;EUR 57,66;0.23000
5;SO45894   ;9;EUR 200;EUR 49,19;0.23000
2;SO48992   ;10;EUR 850;EUR 55,6;0.23000
13;SO49018   ;10;EUR 399;EUR 72,59;0.23000
3;SO44933   ;4;EUR 99,99;EUR 64,95;0.23000
2;SO46111   ;7;EUR 850;EUR 67,74;0.23000
6;SO48447   ;5;EUR 2229,5;EUR 56,92;0.23000
6;SO49423   ;7;EUR 2229,5;EUR 34,75;0.23000
6;SO49700   ;10;EUR 2229,5;EUR 34,18;0.23000
6;SO50181   ;9;EUR 2229,5;EUR 41,85;0.23000
7;SO45370   ;5;EUR 1306;EUR 31,9;0.23000
12;SO45662   ;7;EUR 299,99;EUR 37,69;0.23000
11;SO45972   ;4;EUR 433,33;EUR 83,83;0.23000
13;SO48434   ;6;EUR 399;EUR 50,25;0.23000
10;SO48552   ;2;EUR 1490;EUR 75,05;0.23000
6;SO49580   ;5;EUR 2229,5;EUR 38,61;0.23000
13;SO50168   ;10;EUR 399;EUR 33,1;0.23000
8;SO45252   ;1;EUR 1954,74;EUR 33,62;0.23000
11;SO45474   ;7;EUR 433,33;EUR 75,98;0.23000
13;SO45706   ;7;EUR 399;EUR 44,39;0.23000
2;SO45982   ;3;EUR 850;EUR 38,42;0.23000
12;SO48504   ;9;EUR 299,99;EUR 60,62;0.23000
5;SO48622   ;7;EUR 200;EUR 83,2;0.23000
9;SO49265   ;4;EUR 503,96;EUR 30,54;0.23000
12;SO50069   ;3;EUR 299,99;EUR 71,91;0.23000
5;SO50344   ;1;EUR 200;EUR 63,48;0.23000
4;SO45207   ;8;EUR 1159,9;EUR 62,6;0.23000
11;SO45216   ;7;EUR 433,33;EUR 40,09;0.23000
2;SO45215   ;4;EUR 850;EUR 72,11;0.23000
8;SO45416   ;5;EUR 1954,74;EUR 48,48;0.23000
8;SO45433   ;4;EUR 1954,74;EUR 55,05;0.23000
10;SO45695   ;6;EUR 1490;EUR 55,43;0.23000
6;SO45889   ;4;EUR 2229,5;EUR 45,37;0.23000
10;SO45998   ;2;EUR 1490;EUR 41,65;0.23000
10;SO46014   ;1;EUR 1490;EUR 66,52;0.23000
2;SO48564   ;2;EUR 850;EUR 66,28;0.23000
9;SO48655   ;7;EUR 503,96;EUR 61,02;0.23000
3;SO48886   ;1;EUR 99,99;EUR 39,33;0.23000
2;SO49674   ;1;EUR 850;EUR 53,2;0.23000
6;SO49686   ;5;EUR 2229,5;EUR 31,98;0.23000
11;SO49907   ;10;EUR 433,33;EUR 43,14;0.23000
2;SO50073   ;3;EUR 850;EUR 43,48;0.23000
7;SO45708   ;2;EUR 1306;EUR 38,28;0.23000
11;SO45927   ;1;EUR 433,33;EUR 84,95;0.23000
11;SO48710   ;4;EUR 433,33;EUR 69,74;0.23000
2;SO44878   ;9;EUR 850;EUR 72,77;0.23000
4;SO44908   ;9;EUR 1159,9;EUR 38,44;0.23000
3;SO45007   ;8;EUR 99,99;EUR 34,25;0.23000
6;SO45959   ;6;EUR 2229,5;EUR 47,4;0.23000
8;SO48955   ;7;EUR 1954,74;EUR 53,52;0.23000
7;SO49593   ;7;EUR 1306;EUR 37,94;0.23000
2;SO48724   ;9;EUR 850;EUR 35,74;0.23000
13;SO49801   ;1;EUR 399;EUR 77,42;0.23000
9;SO45250   ;7;EUR 503,96;EUR 49,46;0.23000
9;SO45860   ;9;EUR 503,96;EUR 78,43;0.23000
9;SO49021   ;1;EUR 503,96;EUR 75,43;0.23000
7;SO49971   ;8;EUR 1306;EUR 51,01;0.23000
13;SO45025   ;6;EUR 399;EUR 58,57;0.23000
4;SO45374   ;8;EUR 1159,9;EUR 66,83;0.23000
5;SO45443   ;6;EUR 200;EUR 52,4;0.23000
10;SO48981   ;5;EUR 1490;EUR 81,1;0.23000
13;SO44840   ;10;EUR 399;EUR 72,27;0.23000
7;SO45389   ;3;EUR 1306;EUR 74,98;0.23000
6;SO46010   ;9;EUR 2229,5;EUR 60,04;0.23000
4;SO49994   ;6;EUR 1159,9;EUR 34,42;0.23000
10;SO50013   ;8;EUR 1490;EUR 65,62;0.23000
2;SO45513   ;1;EUR 850;EUR 59,61;0.23000
4;SO45870   ;7;EUR 1159,9;EUR 79,52;0.23000
7;SO45949   ;9;EUR 1306;EUR 68,71;0.23000
8;SO45979   ;10;EUR 1954,74;EUR 75,88;0.23000
4;SO48972   ;5;EUR 1159,9;EUR 52,51;0.23000
7;SO49202   ;2;EUR 1306;EUR 57,39;0.23000
9;SO49403   ;9;EUR 503,96;EUR 71,98;0.23000
11;SO49560   ;5;EUR 433,33;EUR 61,68;0.23000
7;SO50365   ;2;EUR 1306;EUR 51,44;0.23000
12;SO44911   ;9;EUR 299,99;EUR 50,05;0.23000
12;SO45192   ;10;EUR 299,99;EUR 70,41;0.23000
10;SO45470   ;6;EUR 1490;EUR 37,54;0.23000
12;SO45703   ;3;EUR 299,99;EUR 85,25;0.23000
10;SO49602   ;6;EUR 1490;EUR 68;0.23000
11;SO46392   ;1;EUR 433,33;EUR 65,52;0.23000
2;SO46147   ;6;EUR 850;EUR 75,96;0.23000
15;SO46205   ;5;EUR 588;EUR 71,1;0.23000
14;SO50376   ;3;EUR 679,99;EUR 55,58;0.23000
