PRODUCTID;ORDER_NUMBER;ORDER_QUANTITY;UNIT_PRICE;DELIVERY_COST;TAX_RATE
9;SO56490   ;3;EUR 503,96;EUR 54,46;0.23000
20;SO56532   ;10;EUR 819;EUR 42,56;0.23000
19;SO56787   ;5;EUR 103,54;EUR 54,36;0.23000
12;SO56864   ;7;EUR 299,99;EUR 65,89;0.23000
19;SO57290   ;8;EUR 103,54;EUR 33,74;0.23000
8;SO57358   ;4;EUR 1954,74;EUR 96,06;0.23000
3;SO57340   ;6;EUR 99,99;EUR 96,32;0.23000
17;SO57462   ;11;EUR 469;EUR 89,2;0.46000
9;SO57572   ;10;EUR 503,96;EUR 92,51;0.23000
12;SO57719   ;8;EUR 299,99;EUR 55,62;0.23000
10;SO57706   ;4;EUR 1490;EUR 40,1;0.23000
12;SO57916   ;2;EUR 299,99;EUR 35,33;0.23000
21;SO58034   ;3;EUR 1159;EUR 82,64;0.23000
18;SO58235   ;8;EUR 1299,99;EUR 34,62;0.23000
18;SO58233   ;5;EUR 1299,99;EUR 85,5;0.23000
13;SO58287   ;6;EUR 399;EUR 45,76;0.23000
8;SO58314   ;12;EUR 1954,74;EUR 50,44;0.46000
9;SO58526   ;8;EUR 503,96;EUR 81,62;0.23000
21;SO58565   ;1;EUR 1159;EUR 77,43;0.23000
21;SO58585   ;13;EUR 1159;EUR 37,78;0.46000
16;SO58697   ;14;EUR 780;EUR 30,74;0.46000
17;SO74417   ;7;EUR 469;EUR 85,27;0.23000
8;SO74533   ;1;EUR 1954,74;EUR 54,12;0.23000
14;SO74585   ;9;EUR 679,99;EUR 69,83;0.23000
9;SO74980   ;1;EUR 503,96;EUR 53,91;0.23000
12;SO51213   ;4;EUR 299,99;EUR 39,21;0.23000
16;SO51687   ;8;EUR 780;EUR 78,89;0.23000
16;SO51877   ;12;EUR 780;EUR 42,49;0.46000
9;SO51958   ;6;EUR 503,96;EUR 83,02;0.23000
18;SO52000   ;7;EUR 1299,99;EUR 40,27;0.23000
18;SO52154   ;3;EUR 1299,99;EUR 68,48;0.23000
3;SO52421   ;4;EUR 99,99;EUR 65,1;0.23000
14;SO52684   ;1;EUR 679,99;EUR 70,88;0.23000
11;SO53033   ;2;EUR 433,33;EUR 61,76;0.23000
8;SO53055   ;7;EUR 1954,74;EUR 77,38;0.23000
22;SO53278   ;8;EUR 1306;EUR 55,94;0.23000
16;SO53331   ;4;EUR 780;EUR 97,78;0.23000
19;SO53386   ;4;EUR 103,54;EUR 61,75;0.23000
10;SO53389   ;1;EUR 1490;EUR 86,67;0.23000
18;SO53380   ;9;EUR 1299,99;EUR 97,05;0.46000
18;SO53634   ;8;EUR 1299,99;EUR 41,91;0.23000
21;SO53757   ;6;EUR 1159;EUR 70,8;0.23000
13;SO53833   ;8;EUR 399;EUR 76,86;0.23000
10;SO53908   ;4;EUR 1490;EUR 85,09;0.23000
11;SO53982   ;1;EUR 433,33;EUR 80,77;0.23000
12;SO53996   ;2;EUR 299,99;EUR 60,29;0.23000
17;SO54048   ;6;EUR 469;EUR 61,23;0.23000
9;SO54114   ;1;EUR 503,96;EUR 78,26;0.23000
9;SO54329   ;7;EUR 503,96;EUR 97,28;0.23000
10;SO54654   ;9;EUR 1490;EUR 69,84;0.23000
20;SO54751   ;5;EUR 819;EUR 48,83;0.23000
3;SO54986   ;5;EUR 99,99;EUR 96,76;0.23000
20;SO55231   ;9;EUR 819;EUR 33,48;0.23000
8;SO55567   ;10;EUR 1954,74;EUR 89,02;0.23000
20;SO55635   ;5;EUR 819;EUR 94,7;0.23000
16;SO55677   ;1;EUR 780;EUR 34,59;0.23000
11;SO55782   ;13;EUR 433,33;EUR 99,92;0.46000
14;SO55912   ;3;EUR 679,99;EUR 95,8;0.23000
9;SO56016   ;8;EUR 503,96;EUR 58,27;0.23000
22;SO56074   ;7;EUR 1306;EUR 92,01;0.23000
16;SO56093   ;5;EUR 780;EUR 45,23;0.23000
12;SO56184   ;6;EUR 299,99;EUR 64,49;0.23000
19;SO56317   ;2;EUR 103,54;EUR 99,04;0.23000
15;SO56281   ;7;EUR 588;EUR 42,18;0.23000
15;SO56531   ;5;EUR 588;EUR 77,18;0.23000
18;SO56802   ;9;EUR 1299,99;EUR 96,94;0.23000
13;SO56972   ;2;EUR 399;EUR 57,37;0.23000
8;SO57226   ;9;EUR 1954,74;EUR 39,88;0.23000
15;SO57744   ;3;EUR 588;EUR 41,9;0.23000
15;SO58449   ;2;EUR 588;EUR 57,02;0.23000
11;SO58593   ;8;EUR 433,33;EUR 54,72;0.23000
3;SO58590   ;3;EUR 99,99;EUR 39,49;0.23000
11;SO58692   ;10;EUR 433,33;EUR 76,45;0.23000
14;SO58887   ;7;EUR 679,99;EUR 60,89;0.23000
12;SO58898   ;2;EUR 299,99;EUR 98,05;0.23000
18;SO59174   ;7;EUR 1299,99;EUR 37,28;0.23000
10;SO74394   ;9;EUR 1490;EUR 90,19;0.23000
19;SO74426   ;1;EUR 103,54;EUR 74,03;0.23000
16;SO74514   ;5;EUR 780;EUR 58,18;0.23000
12;SO74567   ;1;EUR 299,99;EUR 85,62;0.23000
17;SO51401   ;1;EUR 469;EUR 46,3;0.23000
14;SO51402   ;2;EUR 679,99;EUR 41,46;0.23000
17;SO51444   ;6;EUR 469;EUR 42,6;0.23000
10;SO51647   ;1;EUR 1490;EUR 90,11;0.23000
20;SO52104   ;6;EUR 819;EUR 36,03;0.23000
22;SO52143   ;15;EUR 1306;EUR 83,55;0.46000
13;SO52120   ;10;EUR 399;EUR 93,33;0.23000
22;SO52202   ;4;EUR 1306;EUR 30,18;0.23000
16;SO52245   ;4;EUR 780;EUR 79,02;0.23000
22;SO52347   ;5;EUR 1306;EUR 43,65;0.23000
22;SO52436   ;2;EUR 1306;EUR 67,74;0.23000
11;SO52631   ;3;EUR 433,33;EUR 73,03;0.23000
3;SO52807   ;4;EUR 99,99;EUR 80,9;0.23000
19;SO52885   ;2;EUR 103,54;EUR 32,76;0.23000
17;SO53002   ;3;EUR 469;EUR 43,51;0.23000
14;SO53062   ;2;EUR 679,99;EUR 83,08;0.23000
20;SO53279   ;5;EUR 819;EUR 78,48;0.23000
21;SO53448   ;2;EUR 1159;EUR 91,86;0.23000
16;SO54019   ;9;EUR 780;EUR 95,48;0.23000
11;SO54143   ;10;EUR 433,33;EUR 69,57;0.46000
21;SO54225   ;9;EUR 1159;EUR 75,62;0.23000
21;SO54432   ;6;EUR 1159;EUR 100,09;0.23000
16;SO54521   ;7;EUR 780;EUR 77,43;0.23000
17;SO54644   ;7;EUR 469;EUR 82,21;0.23000
11;SO54683   ;7;EUR 433,33;EUR 79,1;0.23000
22;SO55110   ;8;EUR 1306;EUR 75,15;0.23000
12;SO55368   ;5;EUR 299,99;EUR 37,43;0.23000
3;SO55544   ;3;EUR 99,99;EUR 37,89;0.23000
18;SO55590   ;2;EUR 1299,99;EUR 80,07;0.23000
17;SO55689   ;9;EUR 469;EUR 44,4;0.23000
14;SO55923   ;4;EUR 679,99;EUR 99,9;0.23000
9;SO56045   ;6;EUR 503,96;EUR 35,1;0.23000
12;SO56048   ;9;EUR 299,99;EUR 98,85;0.23000
11;SO56131   ;1;EUR 433,33;EUR 50,18;0.23000
9;SO56172   ;1;EUR 503,96;EUR 79,81;0.23000
8;SO56371   ;10;EUR 1954,74;EUR 51,62;0.23000
22;SO56459   ;10;EUR 1306;EUR 61,77;0.23000
9;SO56488   ;12;EUR 503,96;EUR 84,51;0.46000
13;SO56557   ;1;EUR 399;EUR 85,55;0.23000
17;SO56568   ;10;EUR 469;EUR 90,66;0.23000
10;SO56602   ;10;EUR 1490;EUR 54,14;0.23000
9;SO56680   ;14;EUR 503,96;EUR 99;0.46000
14;SO56756   ;2;EUR 679,99;EUR 92,72;0.23000
19;SO56943   ;1;EUR 103,54;EUR 75,97;0.23000
16;SO57193   ;3;EUR 780;EUR 65,88;0.23000
12;SO57427   ;7;EUR 299,99;EUR 90,48;0.23000
20;SO57403   ;9;EUR 819;EUR 74,09;0.23000
3;SO57444   ;10;EUR 99,99;EUR 83,16;0.23000
22;SO57456   ;9;EUR 1306;EUR 50,44;0.23000
21;SO57517   ;2;EUR 1159;EUR 55,59;0.23000
19;SO57496   ;3;EUR 103,54;EUR 87,55;0.46000
9;SO57812   ;1;EUR 503,96;EUR 69,2;0.23000
11;SO57978   ;7;EUR 433,33;EUR 83,76;0.23000
14;SO58101   ;2;EUR 679,99;EUR 79,41;0.23000
8;SO58153   ;4;EUR 1954,74;EUR 52,21;0.23000
9;SO58189   ;9;EUR 503,96;EUR 98,15;0.23000
10;SO58474   ;10;EUR 1490;EUR 96,4;0.23000
16;SO58772   ;9;EUR 780;EUR 87,98;0.23000
9;SO59094   ;5;EUR 503,96;EUR 65,02;0.23000
9;SO46537   ;5;EUR 503,96;EUR 74,23;0.23000
16;SO50997   ;4;EUR 780;EUR 96,7;0.23000
9;SO51285   ;7;EUR 503,96;EUR 43,14;0.23000
21;SO51386   ;1;EUR 1159;EUR 54,92;0.23000
17;SO51466   ;6;EUR 469;EUR 72,73;0.23000
9;SO51475   ;5;EUR 503,96;EUR 62,33;0.23000
3;SO51465   ;1;EUR 99,99;EUR 95,14;0.23000
14;SO51577   ;3;EUR 679,99;EUR 79,99;0.23000
12;SO51668   ;9;EUR 299,99;EUR 41,69;0.23000
10;SO51908   ;5;EUR 1490;EUR 51,62;0.23000
20;SO51965   ;5;EUR 819;EUR 78,89;0.23000
11;SO52271   ;7;EUR 433,33;EUR 32,86;0.23000
11;SO52286   ;4;EUR 433,33;EUR 98,56;0.46000
15;SO52290   ;1;EUR 588;EUR 35,25;0.23000
12;SO52403   ;9;EUR 299,99;EUR 51,77;0.23000
20;SO52435   ;6;EUR 819;EUR 39,28;0.23000
10;SO52642   ;3;EUR 1490;EUR 68,01;0.23000
21;SO52864   ;9;EUR 1159;EUR 55,93;0.23000
14;SO53148   ;1;EUR 679,99;EUR 74,01;0.23000
8;SO53190   ;1;EUR 1954,74;EUR 75,07;0.23000
10;SO53280   ;10;EUR 1490;EUR 35,17;0.23000
3;SO53393   ;7;EUR 99,99;EUR 65,27;0.23000
14;SO53714   ;10;EUR 679,99;EUR 65,38;0.23000
11;SO53828   ;8;EUR 433,33;EUR 52,5;0.23000
11;SO53813   ;2;EUR 433,33;EUR 97,64;0.23000
13;SO54051   ;5;EUR 399;EUR 36,29;0.23000
19;SO54223   ;7;EUR 103,54;EUR 31;0.23000
11;SO54296   ;9;EUR 433,33;EUR 70,03;0.23000
18;SO54360   ;10;EUR 1299,99;EUR 94,54;0.23000
8;SO54361   ;5;EUR 1954,74;EUR 95,57;0.23000
14;SO54362   ;8;EUR 679,99;EUR 70,05;0.23000
9;SO54677   ;5;EUR 503,96;EUR 96,23;0.23000
13;SO54892   ;10;EUR 399;EUR 96,57;0.23000
15;SO54954   ;4;EUR 588;EUR 76,06;0.23000
19;SO55114   ;7;EUR 103,54;EUR 52,3;0.23000
10;SO55209   ;1;EUR 1490;EUR 60,63;0.23000
13;SO55436   ;7;EUR 399;EUR 76,34;0.23000
3;SO55595   ;10;EUR 99,99;EUR 48,65;0.23000
19;SO56054   ;6;EUR 103,54;EUR 32,19;0.23000
14;SO56077   ;16;EUR 679,99;EUR 38,93;0.46000
21;SO56082   ;4;EUR 1159;EUR 53,69;0.23000
13;SO56403   ;4;EUR 399;EUR 62,74;0.23000
20;SO56442   ;4;EUR 819;EUR 85,5;0.23000
12;SO56525   ;7;EUR 299,99;EUR 84,03;0.23000
20;SO56635   ;10;EUR 819;EUR 44,17;0.23000
22;SO56691   ;9;EUR 1306;EUR 96,42;0.23000
17;SO56692   ;5;EUR 469;EUR 98,94;0.23000
12;SO56975   ;1;EUR 299,99;EUR 51,58;0.23000
12;SO57345   ;8;EUR 299,99;EUR 87,09;0.23000
21;SO57487   ;7;EUR 1159;EUR 70,1;0.23000
17;SO57613   ;5;EUR 469;EUR 62,79;0.23000
8;SO57694   ;4;EUR 1954,74;EUR 63,95;0.23000
21;SO57762   ;2;EUR 1159;EUR 42,24;0.23000
8;SO57822   ;3;EUR 1954,74;EUR 68,44;0.23000
16;SO57852   ;2;EUR 780;EUR 43,73;0.23000
14;SO58342   ;2;EUR 679,99;EUR 89,43;0.23000
3;SO58321   ;6;EUR 99,99;EUR 36,82;0.23000
13;SO58456   ;2;EUR 399;EUR 92,73;0.23000
20;SO58567   ;3;EUR 819;EUR 38,2;0.23000
18;SO58690   ;1;EUR 1299,99;EUR 82,98;0.23000
19;SO58724   ;9;EUR 103,54;EUR 66,04;0.23000
14;SO58841   ;15;EUR 679,99;EUR 38,39;0.46000
9;SO59122   ;5;EUR 503,96;EUR 71,57;0.23000
16;SO74552   ;2;EUR 780;EUR 81,5;0.23000
21;SO74301   ;10;EUR 1159;EUR 46,24;0.23000
15;SO74414   ;2;EUR 588;EUR 95,6;0.23000
17;SO74400   ;4;EUR 469;EUR 93,12;0.23000
12;SO74440   ;8;EUR 299,99;EUR 95,36;0.23000
17;SO74646   ;4;EUR 469;EUR 91,11;0.23000
10;SO74751   ;7;EUR 1490;EUR 77,67;0.23000
3;SO74756   ;8;EUR 99,99;EUR 41,38;0.23000
12;SO74800   ;3;EUR 299,99;EUR 96,47;0.23000
22;SO75078   ;8;EUR 1306;EUR 47,13;0.23000
22;SO75111   ;2;EUR 1306;EUR 55,8;0.23000
14;SO51265   ;1;EUR 679,99;EUR 31,4;0.23000
14;SO51350   ;9;EUR 679,99;EUR 47,65;0.23000
10;SO51630   ;1;EUR 1490;EUR 76,52;0.23000
17;SO51669   ;10;EUR 469;EUR 66,28;0.23000
9;SO52052   ;8;EUR 503,96;EUR 66,43;0.23000
19;SO52132   ;10;EUR 103,54;EUR 40,91;0.46000
22;SO52282   ;1;EUR 1306;EUR 56,5;0.23000
19;SO52365   ;10;EUR 103,54;EUR 74,62;0.46000
22;SO52428   ;7;EUR 1306;EUR 65,4;0.23000
16;SO52845   ;1;EUR 780;EUR 99,62;0.23000
3;SO52901   ;2;EUR 99,99;EUR 67,31;0.23000
11;SO53021   ;1;EUR 433,33;EUR 69,1;0.23000
9;SO53662   ;6;EUR 503,96;EUR 91,46;0.23000
10;SO53670   ;5;EUR 1490;EUR 66;0.23000
13;SO53751   ;6;EUR 399;EUR 45,31;0.23000
21;SO53767   ;9;EUR 1159;EUR 86,69;0.23000
19;SO53806   ;7;EUR 103,54;EUR 67,06;0.23000
15;SO53874   ;10;EUR 588;EUR 34,41;0.23000
14;SO54024   ;9;EUR 679,99;EUR 31,02;0.23000
8;SO54286   ;11;EUR 1954,74;EUR 42,04;0.46000
10;SO54390   ;3;EUR 1490;EUR 31,67;0.23000
11;SO54457   ;12;EUR 433,33;EUR 31,27;0.46000
11;SO54488   ;2;EUR 433,33;EUR 79,37;0.23000
3;SO54642   ;4;EUR 99,99;EUR 44,93;0.23000
9;SO54602   ;3;EUR 503,96;EUR 76,42;0.23000
15;SO54707   ;5;EUR 588;EUR 63;0.23000
16;SO54728   ;6;EUR 780;EUR 63,03;0.23000
22;SO54903   ;4;EUR 1306;EUR 78,85;0.23000
13;SO55102   ;8;EUR 399;EUR 46,88;0.23000
10;SO55176   ;1;EUR 1490;EUR 64,03;0.23000
11;SO55226   ;3;EUR 433,33;EUR 55,11;0.23000
13;SO55196   ;8;EUR 399;EUR 82,99;0.46000
9;SO55381   ;9;EUR 503,96;EUR 56,98;0.23000
13;SO55499   ;10;EUR 399;EUR 59,23;0.23000
13;SO55509   ;7;EUR 399;EUR 88,99;0.23000
20;SO55564   ;2;EUR 819;EUR 90,47;0.23000
11;SO56017   ;1;EUR 433,33;EUR 46,28;0.23000
17;SO56254   ;6;EUR 469;EUR 77,47;0.23000
14;SO56282   ;8;EUR 679,99;EUR 60,7;0.23000
3;SO56368   ;4;EUR 99,99;EUR 83,49;0.23000
14;SO56627   ;9;EUR 679,99;EUR 42,69;0.23000
18;SO56742   ;3;EUR 1299,99;EUR 42,6;0.23000
17;SO56882   ;4;EUR 469;EUR 89,7;0.23000
20;SO57263   ;9;EUR 819;EUR 39,82;0.23000
19;SO57285   ;9;EUR 103,54;EUR 65,42;0.23000
13;SO57319   ;2;EUR 399;EUR 81,56;0.23000
22;SO57568   ;5;EUR 1306;EUR 70,41;0.23000
18;SO57553   ;10;EUR 1299,99;EUR 88,66;0.23000
18;SO57811   ;5;EUR 1299,99;EUR 60,41;0.23000
8;SO57856   ;5;EUR 1954,74;EUR 32,95;0.23000
20;SO58203   ;7;EUR 819;EUR 45,08;0.23000
14;SO58277   ;6;EUR 679,99;EUR 41,92;0.23000
14;SO58438   ;10;EUR 679,99;EUR 52,84;0.23000
17;SO58764   ;10;EUR 469;EUR 75,19;0.23000
3;SO58723   ;4;EUR 99,99;EUR 39,55;0.23000
11;SO58716   ;9;EUR 433,33;EUR 63,7;0.23000
12;SO58743   ;1;EUR 299,99;EUR 77,07;0.23000
19;SO58801   ;3;EUR 103,54;EUR 86,34;0.23000
8;SO58849   ;10;EUR 1954,74;EUR 83,01;0.23000
19;SO58884   ;7;EUR 103,54;EUR 86,23;0.23000
17;SO74326   ;3;EUR 469;EUR 31,34;0.23000
22;SO74316   ;7;EUR 1306;EUR 52,69;0.23000
19;SO74378   ;5;EUR 103,54;EUR 63,42;0.23000
9;SO74447   ;5;EUR 503,96;EUR 55,94;0.23000
8;SO74772   ;3;EUR 1954,74;EUR 70,52;0.23000
20;SO74784   ;5;EUR 819;EUR 78,42;0.23000
19;SO74860   ;4;EUR 103,54;EUR 59,41;0.23000
13;SO75029   ;9;EUR 399;EUR 62,21;0.23000
15;SO74903   ;3;EUR 588;EUR 37,5;0.23000
18;SO74926   ;10;EUR 1299,99;EUR 96,76;0.23000
13;SO75017   ;5;EUR 399;EUR 68,86;0.23000
16;SO75057   ;16;EUR 780;EUR 61,78;0.46000
9;SO46554   ;2;EUR 503,96;EUR 88,89;0.23000
18;SO46563   ;9;EUR 1299,99;EUR 34,08;0.23000
14;SO51422   ;4;EUR 679,99;EUR 56,17;0.23000
11;SO51453   ;8;EUR 433,33;EUR 85,49;0.46000
8;SO51470   ;4;EUR 1954,74;EUR 60,79;0.23000
17;SO51876   ;6;EUR 469;EUR 56,32;0.23000
12;SO52127   ;7;EUR 299,99;EUR 64,36;0.23000
14;SO52196   ;18;EUR 679,99;EUR 80,9;0.46000
14;SO52249   ;1;EUR 679,99;EUR 44,94;0.23000
13;SO52558   ;3;EUR 399;EUR 98,57;0.23000
17;SO52612   ;6;EUR 469;EUR 77,2;0.23000
19;SO52809   ;2;EUR 103,54;EUR 73,81;0.23000
14;SO52946   ;2;EUR 679,99;EUR 43,51;0.23000
19;SO53083   ;1;EUR 103,54;EUR 50,53;0.23000
9;SO53096   ;9;EUR 503,96;EUR 38,95;0.23000
14;SO53345   ;10;EUR 679,99;EUR 67,05;0.23000
3;SO53860   ;6;EUR 99,99;EUR 85,77;0.23000
9;SO54105   ;8;EUR 503,96;EUR 32,85;0.23000
10;SO54175   ;7;EUR 1490;EUR 36,26;0.23000
20;SO54240   ;7;EUR 819;EUR 69,57;0.23000
17;SO54618   ;6;EUR 469;EUR 73,73;0.23000
9;SO55353   ;7;EUR 503,96;EUR 90,45;0.23000
8;SO55943   ;8;EUR 1954,74;EUR 42,48;0.23000
11;SO56019   ;4;EUR 433,33;EUR 95,39;0.23000
9;SO56345   ;6;EUR 503,96;EUR 59,05;0.23000
12;SO56446   ;2;EUR 299,99;EUR 48,43;0.23000
13;SO56896   ;8;EUR 399;EUR 78,1;0.23000
10;SO56928   ;1;EUR 1490;EUR 46,96;0.23000
18;SO57373   ;3;EUR 1299,99;EUR 66,49;0.23000
22;SO57420   ;6;EUR 1306;EUR 38,6;0.23000
8;SO57566   ;8;EUR 1954,74;EUR 55,2;0.23000
3;SO57629   ;8;EUR 99,99;EUR 60,71;0.23000
13;SO57826   ;6;EUR 399;EUR 96,57;0.23000
9;SO57914   ;1;EUR 503,96;EUR 44,32;0.23000
21;SO57922   ;1;EUR 1159;EUR 70,33;0.23000
21;SO57971   ;6;EUR 1159;EUR 41,91;0.23000
9;SO58122   ;4;EUR 503,96;EUR 88,85;0.23000
14;SO58241   ;6;EUR 679,99;EUR 90,53;0.23000
21;SO58343   ;4;EUR 1159;EUR 76,63;0.23000
19;SO58498   ;6;EUR 103,54;EUR 59,91;0.23000
18;SO58491   ;7;EUR 1299,99;EUR 100,93;0.23000
17;SO58655   ;4;EUR 469;EUR 56;0.23000
9;SO59113   ;8;EUR 503,96;EUR 55,75;0.46000
10;SO59170   ;9;EUR 1490;EUR 46,89;0.23000
11;SO59177   ;8;EUR 433,33;EUR 53,59;0.23000
12;SO46564   ;2;EUR 299,99;EUR 80,29;0.23000
16;SO46681   ;3;EUR 780;EUR 76,85;0.23000
20;SO51269   ;9;EUR 819;EUR 100,34;0.23000
17;SO51306   ;4;EUR 469;EUR 93,24;0.23000
9;SO51425   ;5;EUR 503,96;EUR 88,22;0.23000
19;SO51456   ;9;EUR 103,54;EUR 53,33;0.46000
22;SO51884   ;3;EUR 1306;EUR 43,89;0.23000
13;SO51955   ;3;EUR 399;EUR 75,99;0.23000
10;SO52151   ;10;EUR 1490;EUR 83,27;0.23000
13;SO52322   ;9;EUR 399;EUR 89,43;0.46000
10;SO52367   ;3;EUR 1490;EUR 95,61;0.23000
19;SO52538   ;8;EUR 103,54;EUR 83,4;0.23000
13;SO52565   ;10;EUR 399;EUR 71,85;0.23000
21;SO52757   ;7;EUR 1159;EUR 51,68;0.23000
18;SO52735   ;4;EUR 1299,99;EUR 60,77;0.23000
22;SO52943   ;5;EUR 1306;EUR 64,48;0.23000
11;SO53054   ;3;EUR 433,33;EUR 91,62;0.23000
14;SO53086   ;3;EUR 679,99;EUR 96,19;0.23000
14;SO53121   ;3;EUR 679,99;EUR 44,93;0.23000
22;SO53128   ;2;EUR 1306;EUR 80,29;0.23000
16;SO53329   ;3;EUR 780;EUR 93,71;0.23000
20;SO53997   ;12;EUR 819;EUR 97,6;0.46000
15;SO54071   ;7;EUR 588;EUR 34,99;0.23000
14;SO54130   ;1;EUR 679,99;EUR 89,77;0.23000
13;SO54322   ;7;EUR 399;EUR 72,1;0.23000
19;SO54526   ;10;EUR 103,54;EUR 34,75;0.23000
18;SO54647   ;10;EUR 1299,99;EUR 79,28;0.23000
8;SO54640   ;3;EUR 1954,74;EUR 56,27;0.23000
20;SO54600   ;8;EUR 819;EUR 80,1;0.23000
10;SO54873   ;6;EUR 1490;EUR 35,67;0.23000
3;SO55003   ;8;EUR 99,99;EUR 73,63;0.46000
16;SO55080   ;1;EUR 780;EUR 42,7;0.23000
9;SO55089   ;4;EUR 503,96;EUR 53,67;0.23000
20;SO55112   ;8;EUR 819;EUR 85,49;0.23000
19;SO55198   ;4;EUR 103,54;EUR 89,73;0.23000
9;SO55356   ;5;EUR 503,96;EUR 70,8;0.23000
22;SO55569   ;5;EUR 1306;EUR 79,95;0.23000
22;SO55597   ;4;EUR 1306;EUR 91,1;0.23000
15;SO55695   ;5;EUR 588;EUR 31,94;0.23000
11;SO55842   ;10;EUR 433,33;EUR 53,47;0.23000
10;SO55874   ;19;EUR 1490;EUR 52,32;0.46000
21;SO55921   ;4;EUR 1159;EUR 54,8;0.23000
3;SO56163   ;8;EUR 99,99;EUR 32,73;0.23000
17;SO56249   ;10;EUR 469;EUR 50,08;0.23000
16;SO56553   ;3;EUR 780;EUR 90,82;0.23000
18;SO56650   ;3;EUR 1299,99;EUR 50,24;0.23000
15;SO56714   ;8;EUR 588;EUR 31,88;0.23000
21;SO56867   ;10;EUR 1159;EUR 100,59;0.23000
8;SO56950   ;5;EUR 1954,74;EUR 95,42;0.23000
8;SO57257   ;2;EUR 1954,74;EUR 97;0.23000
8;SO57348   ;6;EUR 1954,74;EUR 88,11;0.23000
12;SO57330   ;1;EUR 299,99;EUR 99,76;0.23000
22;SO57488   ;4;EUR 1306;EUR 32,04;0.23000
10;SO57598   ;10;EUR 1490;EUR 71,12;0.23000
10;SO57775   ;9;EUR 1490;EUR 57,28;0.23000
3;SO57751   ;9;EUR 99,99;EUR 57,65;0.23000
10;SO57945   ;8;EUR 1490;EUR 57,55;0.23000
13;SO58067   ;9;EUR 399;EUR 78,37;0.23000
10;SO58116   ;8;EUR 1490;EUR 97,41;0.23000
13;SO58345   ;3;EUR 399;EUR 81,46;0.23000
19;SO58338   ;1;EUR 103,54;EUR 92,24;0.23000
14;SO58497   ;1;EUR 679,99;EUR 42,86;0.23000
15;SO58527   ;2;EUR 588;EUR 67,46;0.23000
17;SO58506   ;2;EUR 469;EUR 65,34;0.23000
14;SO58507   ;2;EUR 679,99;EUR 57,22;0.23000
21;SO58570   ;9;EUR 1159;EUR 95,15;0.23000
9;SO58666   ;7;EUR 503,96;EUR 51,87;0.23000
19;SO58641   ;4;EUR 103,54;EUR 45,04;0.23000
22;SO58756   ;12;EUR 1306;EUR 58,88;0.46000
20;SO59155   ;10;EUR 819;EUR 46,66;0.23000
19;SO74672   ;10;EUR 103,54;EUR 93,96;0.23000
12;SO74680   ;1;EUR 299,99;EUR 32,57;0.23000
18;SO74700   ;5;EUR 1299,99;EUR 75,73;0.23000
18;SO74754   ;12;EUR 1299,99;EUR 31,36;0.46000
15;SO74877   ;10;EUR 588;EUR 85,6;0.23000
12;SO75027   ;9;EUR 299,99;EUR 95,63;0.23000
11;SO74650   ;10;EUR 433,33;EUR 69,41;0.23000
11;SO74687   ;5;EUR 433,33;EUR 81,01;0.23000
12;SO74669   ;4;EUR 299,99;EUR 56,05;0.23000
18;SO74960   ;2;EUR 1299,99;EUR 62,62;0.23000
9;SO51406   ;1;EUR 503,96;EUR 94,78;0.23000
21;SO51543   ;6;EUR 1159;EUR 55,1;0.23000
14;SO51563   ;6;EUR 679,99;EUR 73,4;0.46000
18;SO51665   ;9;EUR 1299,99;EUR 45,62;0.23000
17;SO51985   ;6;EUR 469;EUR 74,24;0.23000
21;SO52085   ;1;EUR 1159;EUR 98,13;0.23000
22;SO52122   ;4;EUR 1306;EUR 36,48;0.23000
20;SO52139   ;3;EUR 819;EUR 75,48;0.23000
21;SO52297   ;9;EUR 1159;EUR 78,43;0.23000
18;SO52486   ;10;EUR 1299,99;EUR 41,19;0.23000
13;SO52650   ;1;EUR 399;EUR 58,6;0.23000
15;SO52789   ;6;EUR 588;EUR 70,85;0.23000
12;SO52890   ;2;EUR 299,99;EUR 89,19;0.23000
15;SO53070   ;6;EUR 588;EUR 50,08;0.23000
19;SO53097   ;8;EUR 103,54;EUR 52,05;0.23000
14;SO53122   ;5;EUR 679,99;EUR 72,89;0.23000
12;SO53256   ;1;EUR 299,99;EUR 69,76;0.23000
16;SO53336   ;6;EUR 780;EUR 81,29;0.23000
17;SO53371   ;19;EUR 469;EUR 55,21;0.46000
17;SO53395   ;4;EUR 469;EUR 58,96;0.23000
16;SO53692   ;6;EUR 780;EUR 46,13;0.23000
13;SO53713   ;8;EUR 399;EUR 87,76;0.23000
15;SO53768   ;7;EUR 588;EUR 72,28;0.23000
20;SO53998   ;4;EUR 819;EUR 72,25;0.23000
22;SO53995   ;6;EUR 1306;EUR 57,21;0.23000
12;SO54056   ;5;EUR 299,99;EUR 96,36;0.23000
16;SO54076   ;9;EUR 780;EUR 89,95;0.23000
20;SO54089   ;1;EUR 819;EUR 89,92;0.23000
8;SO54342   ;6;EUR 1954,74;EUR 57,21;0.23000
9;SO54447   ;9;EUR 503,96;EUR 71,89;0.23000
16;SO54518   ;4;EUR 780;EUR 99,46;0.23000
20;SO54604   ;1;EUR 819;EUR 52,88;0.23000
11;SO54726   ;5;EUR 433,33;EUR 83,22;0.23000
22;SO54758   ;10;EUR 1306;EUR 84,95;0.23000
12;SO54807   ;9;EUR 299,99;EUR 74,22;0.23000
