PRODUCTID;ORDER_NUMBER;ORDER_QUANTITY;UNIT_PRICE;DELIVERY_COST;TAX_RATE
17;SO54220   ;9;EUR 469;EUR 43,71;0.23000
20;SO54218   ;1;EUR 819;EUR 44,75;0.23000
14;SO54218   ;5;EUR 679,99;EUR 49,12;0.46000
22;SO54218   ;7;EUR 1306;EUR 49,32;0.23000
12;SO54217   ;5;EUR 299,99;EUR 63,79;0.23000
14;SO54217   ;8;EUR 679,99;EUR 71,2;0.23000
8;SO54217   ;8;EUR 1954,74;EUR 63,3;0.23000
10;SO54215   ;1;EUR 1490;EUR 73,41;0.23000
12;SO54215   ;10;EUR 299,99;EUR 76;0.23000
17;SO54214   ;10;EUR 469;EUR 69,79;0.23000
19;SO54214   ;10;EUR 103,54;EUR 68,13;0.23000
12;SO54214   ;5;EUR 299,99;EUR 38,19;0.23000
19;SO54213   ;6;EUR 103,54;EUR 46,48;0.23000
10;SO54213   ;10;EUR 1490;EUR 58,83;0.23000
11;SO54213   ;4;EUR 433,33;EUR 95,64;0.23000
8;SO54212   ;2;EUR 1954,74;EUR 78,32;0.23000
18;SO54212   ;5;EUR 1299,99;EUR 43,16;0.23000
13;SO54212   ;10;EUR 399;EUR 34,27;0.23000
9;SO54211   ;4;EUR 503,96;EUR 39,6;0.23000
18;SO54211   ;8;EUR 1299,99;EUR 56,59;0.23000
10;SO54211   ;8;EUR 1490;EUR 42,51;0.23000
22;SO54207   ;6;EUR 1306;EUR 76,09;0.23000
12;SO54207   ;6;EUR 299,99;EUR 44,64;0.23000
14;SO54205   ;9;EUR 679,99;EUR 66,1;0.23000
16;SO54205   ;4;EUR 780;EUR 79,35;0.23000
16;SO54203   ;9;EUR 780;EUR 30,36;0.23000
12;SO54203   ;10;EUR 299,99;EUR 45,53;0.46000
8;SO54203   ;1;EUR 1954,74;EUR 93,76;0.23000
9;SO54203   ;9;EUR 503,96;EUR 79,41;0.23000
15;SO54202   ;6;EUR 588;EUR 75,81;0.23000
20;SO54202   ;2;EUR 819;EUR 42,69;0.23000
22;SO54201   ;8;EUR 1306;EUR 99,69;0.23000
9;SO54201   ;10;EUR 503,96;EUR 50,86;0.23000
17;SO54199   ;10;EUR 469;EUR 59,41;0.23000
14;SO54199   ;10;EUR 679,99;EUR 72,44;0.23000
14;SO54194   ;5;EUR 679,99;EUR 73,38;0.23000
21;SO54194   ;8;EUR 1159;EUR 42,19;0.46000
14;SO54194   ;3;EUR 679,99;EUR 94,65;0.23000
13;SO54190   ;3;EUR 399;EUR 94,93;0.23000
15;SO54190   ;7;EUR 588;EUR 98,83;0.23000
13;SO54190   ;5;EUR 399;EUR 69,98;0.23000
19;SO54190   ;4;EUR 103,54;EUR 49,77;0.23000
18;SO54187   ;9;EUR 1299,99;EUR 36,42;0.23000
16;SO54187   ;10;EUR 780;EUR 42,06;0.23000
16;SO54187   ;9;EUR 780;EUR 51,93;0.46000
10;SO54187   ;9;EUR 1490;EUR 40,02;0.23000
18;SO54183   ;7;EUR 1299,99;EUR 38,46;0.23000
19;SO54183   ;10;EUR 103,54;EUR 73,05;0.23000
10;SO54182   ;1;EUR 1490;EUR 83,47;0.23000
19;SO54182   ;2;EUR 103,54;EUR 95,49;0.23000
13;SO54181   ;2;EUR 399;EUR 31,78;0.23000
21;SO54181   ;3;EUR 1159;EUR 49,7;0.23000
16;SO54173   ;7;EUR 780;EUR 44,27;0.23000
18;SO54173   ;8;EUR 1299,99;EUR 49,37;0.23000
17;SO54170   ;8;EUR 469;EUR 68,79;0.23000
14;SO54170   ;1;EUR 679,99;EUR 76,14;0.23000
20;SO54170   ;1;EUR 819;EUR 89,39;0.23000
21;SO54169   ;9;EUR 1159;EUR 84,4;0.23000
13;SO54169   ;9;EUR 399;EUR 97,78;0.23000
17;SO54169   ;4;EUR 469;EUR 86,9;0.23000
16;SO54167   ;6;EUR 780;EUR 75,93;0.23000
16;SO54167   ;5;EUR 780;EUR 47,5;0.23000
19;SO54167   ;4;EUR 103,54;EUR 42,46;0.23000
21;SO54165   ;7;EUR 1159;EUR 30,83;0.23000
17;SO54165   ;3;EUR 469;EUR 52,26;0.23000
17;SO54164   ;3;EUR 469;EUR 61,05;0.23000
15;SO54164   ;3;EUR 588;EUR 30,6;0.46000
12;SO54164   ;5;EUR 299,99;EUR 55,48;0.46000
13;SO54163   ;10;EUR 399;EUR 58,79;0.23000
19;SO54163   ;7;EUR 103,54;EUR 45,3;0.23000
17;SO54160   ;1;EUR 469;EUR 80,89;0.23000
9;SO54160   ;5;EUR 503,96;EUR 75,51;0.23000
10;SO54160   ;10;EUR 1490;EUR 49,1;0.23000
20;SO54153   ;4;EUR 819;EUR 83,12;0.23000
21;SO54153   ;3;EUR 1159;EUR 49,06;0.23000
14;SO54152   ;9;EUR 679,99;EUR 40,84;0.23000
14;SO54152   ;3;EUR 679,99;EUR 75,88;0.23000
21;SO54151   ;9;EUR 1159;EUR 30,63;0.23000
15;SO54151   ;4;EUR 588;EUR 34,08;0.23000
18;SO54151   ;9;EUR 1299,99;EUR 94,08;0.23000
16;SO54149   ;3;EUR 780;EUR 81,86;0.23000
19;SO54149   ;6;EUR 103,54;EUR 75,21;0.46000
9;SO54148   ;5;EUR 503,96;EUR 50,43;0.23000
10;SO54148   ;9;EUR 1490;EUR 77,09;0.23000
21;SO54148   ;7;EUR 1159;EUR 78,98;0.23000
14;SO54148   ;6;EUR 679,99;EUR 53,67;0.23000
12;SO54146   ;5;EUR 299,99;EUR 57,86;0.23000
10;SO54146   ;10;EUR 1490;EUR 38,05;0.23000
17;SO54142   ;8;EUR 469;EUR 88,03;0.23000
8;SO54142   ;9;EUR 1954,74;EUR 51,75;0.23000
17;SO54141   ;10;EUR 469;EUR 33,94;0.23000
12;SO54141   ;6;EUR 299,99;EUR 82,28;0.23000
14;SO54141   ;3;EUR 679,99;EUR 36,37;0.23000
9;SO54141   ;3;EUR 503,96;EUR 84,62;0.23000
12;SO54137   ;6;EUR 299,99;EUR 72,63;0.46000
17;SO54135   ;9;EUR 469;EUR 38,7;0.23000
20;SO54135   ;6;EUR 819;EUR 49,17;0.23000
20;SO54128   ;4;EUR 819;EUR 33,02;0.23000
15;SO54128   ;9;EUR 588;EUR 93,34;0.23000
16;SO54128   ;4;EUR 780;EUR 59,23;0.23000
14;SO54127   ;4;EUR 679,99;EUR 38,02;0.23000
12;SO54127   ;6;EUR 299,99;EUR 42,34;0.23000
13;SO54127   ;10;EUR 399;EUR 45,21;0.23000
11;SO54126   ;8;EUR 433,33;EUR 51,21;0.23000
12;SO54126   ;8;EUR 299,99;EUR 72,63;0.46000
15;SO54121   ;1;EUR 588;EUR 68,89;0.23000
11;SO54121   ;10;EUR 433,33;EUR 64,62;0.46000
16;SO54120   ;5;EUR 780;EUR 75,24;0.23000
18;SO54120   ;8;EUR 1299,99;EUR 42,97;0.23000
12;SO54119   ;10;EUR 299,99;EUR 68,02;0.23000
18;SO54119   ;2;EUR 1299,99;EUR 61,4;0.23000
14;SO54119   ;10;EUR 679,99;EUR 44,65;0.23000
19;SO54117   ;9;EUR 103,54;EUR 81,13;0.23000
12;SO54117   ;10;EUR 299,99;EUR 43,18;0.23000
15;SO54111   ;6;EUR 588;EUR 39,21;0.23000
8;SO54111   ;9;EUR 1954,74;EUR 73,13;0.23000
16;SO54111   ;8;EUR 780;EUR 80,69;0.23000
12;SO54110   ;7;EUR 299,99;EUR 84,99;0.23000
13;SO54110   ;10;EUR 399;EUR 98,6;0.23000
22;SO54109   ;2;EUR 1306;EUR 48,53;0.23000
9;SO54109   ;4;EUR 503,96;EUR 80,85;0.23000
9;SO54109   ;8;EUR 503,96;EUR 59,34;0.23000
8;SO54109   ;2;EUR 1954,74;EUR 82,54;0.23000
8;SO54107   ;7;EUR 1954,74;EUR 62,25;0.23000
21;SO54107   ;6;EUR 1159;EUR 87,65;0.23000
14;SO54107   ;5;EUR 679,99;EUR 71,71;0.23000
17;SO54102   ;4;EUR 469;EUR 65,69;0.46000
15;SO54102   ;6;EUR 588;EUR 75,26;0.23000
8;SO54102   ;4;EUR 1954,74;EUR 89,34;0.23000
19;SO54099   ;3;EUR 103,54;EUR 84,44;0.23000
10;SO54099   ;3;EUR 1490;EUR 56,86;0.23000
9;SO54098   ;1;EUR 503,96;EUR 92,44;0.23000
11;SO54098   ;9;EUR 433,33;EUR 73,28;0.23000
18;SO54098   ;1;EUR 1299,99;EUR 81,93;0.23000
22;SO54096   ;6;EUR 1306;EUR 83,36;0.23000
17;SO54096   ;3;EUR 469;EUR 32,97;0.23000
10;SO54096   ;7;EUR 1490;EUR 57,67;0.23000
8;SO54096   ;9;EUR 1954,74;EUR 72,14;0.23000
18;SO54094   ;1;EUR 1299,99;EUR 51,02;0.23000
19;SO54094   ;6;EUR 103,54;EUR 64,91;0.23000
20;SO54094   ;7;EUR 819;EUR 51,63;0.23000
21;SO54093   ;2;EUR 1159;EUR 35,77;0.23000
13;SO54093   ;7;EUR 399;EUR 30,39;0.23000
13;SO54092   ;6;EUR 399;EUR 65,98;0.23000
14;SO54092   ;8;EUR 679,99;EUR 52,67;0.46000
9;SO54088   ;6;EUR 503,96;EUR 34,49;0.23000
18;SO54088   ;7;EUR 1299,99;EUR 33,79;0.23000
18;SO54088   ;1;EUR 1299,99;EUR 50,37;0.23000
15;SO54085   ;4;EUR 588;EUR 92,08;0.23000
8;SO54083   ;3;EUR 1954,74;EUR 44,98;0.23000
15;SO54080   ;3;EUR 588;EUR 80,27;0.23000
11;SO54080   ;3;EUR 433,33;EUR 37,94;0.23000
14;SO54080   ;8;EUR 679,99;EUR 48,42;0.23000
15;SO54079   ;1;EUR 588;EUR 66,43;0.23000
15;SO54079   ;7;EUR 588;EUR 66,77;0.23000
19;SO54079   ;5;EUR 103,54;EUR 44,77;0.23000
9;SO54077   ;7;EUR 503,96;EUR 99,25;0.23000
22;SO54077   ;10;EUR 1306;EUR 50,98;0.23000
14;SO54075   ;8;EUR 679,99;EUR 76,77;0.23000
21;SO54075   ;8;EUR 1159;EUR 51,92;0.23000
21;SO54070   ;2;EUR 1159;EUR 33,9;0.23000
8;SO54070   ;3;EUR 1954,74;EUR 78,16;0.23000
22;SO54068   ;8;EUR 1306;EUR 94,68;0.23000
19;SO54068   ;7;EUR 103,54;EUR 67,74;0.23000
9;SO54068   ;10;EUR 503,96;EUR 47,48;0.23000
19;SO54067   ;2;EUR 103,54;EUR 53,87;0.23000
16;SO54067   ;7;EUR 780;EUR 50,79;0.23000
8;SO54067   ;8;EUR 1954,74;EUR 64,43;0.46000
18;SO54067   ;3;EUR 1299,99;EUR 80,08;0.23000
17;SO54065   ;9;EUR 469;EUR 43,51;0.23000
9;SO54065   ;7;EUR 503,96;EUR 79,78;0.23000
20;SO54065   ;6;EUR 819;EUR 71,4;0.23000
20;SO54062   ;2;EUR 819;EUR 41,15;0.23000
20;SO54062   ;4;EUR 819;EUR 57,2;0.23000
9;SO54055   ;4;EUR 503,96;EUR 64,61;0.23000
20;SO54055   ;1;EUR 819;EUR 45,01;0.46000
8;SO54055   ;2;EUR 1954,74;EUR 81,22;0.23000
19;SO54055   ;10;EUR 103,54;EUR 100,95;0.23000
14;SO54055   ;7;EUR 679,99;EUR 75,19;0.23000
8;SO54052   ;3;EUR 1954,74;EUR 48,5;0.23000
10;SO54052   ;7;EUR 1490;EUR 97,16;0.23000
8;SO54052   ;5;EUR 1954,74;EUR 47,28;0.23000
21;SO54046   ;10;EUR 1159;EUR 96,59;0.23000
20;SO54046   ;6;EUR 819;EUR 57,86;0.23000
13;SO54044   ;5;EUR 399;EUR 62,42;0.23000
16;SO54044   ;7;EUR 780;EUR 70,89;0.23000
16;SO54044   ;6;EUR 780;EUR 36,53;0.23000
14;SO54043   ;2;EUR 679,99;EUR 59,93;0.23000
10;SO54043   ;6;EUR 1490;EUR 58,89;0.23000
12;SO54042   ;9;EUR 299,99;EUR 90,23;0.23000
12;SO54042   ;5;EUR 299,99;EUR 65,55;0.23000
10;SO54042   ;7;EUR 1490;EUR 85,36;0.23000
13;SO54042   ;8;EUR 399;EUR 67,98;0.23000
22;SO54042   ;5;EUR 1306;EUR 100,3;0.46000
12;SO54042   ;1;EUR 299,99;EUR 84,67;0.23000
11;SO54040   ;1;EUR 433,33;EUR 40,33;0.23000
20;SO54040   ;3;EUR 819;EUR 86,75;0.46000
9;SO54040   ;6;EUR 503,96;EUR 62,19;0.46000
16;SO54038   ;7;EUR 780;EUR 65,91;0.23000
11;SO54038   ;9;EUR 433,33;EUR 41,49;0.23000
16;SO54037   ;9;EUR 780;EUR 96,52;0.23000
13;SO54037   ;6;EUR 399;EUR 46,4;0.23000
13;SO54037   ;1;EUR 399;EUR 33,2;0.23000
17;SO54036   ;10;EUR 469;EUR 61,06;0.46000
15;SO54035   ;3;EUR 588;EUR 75,74;0.23000
15;SO54035   ;5;EUR 588;EUR 44,83;0.23000
11;SO54035   ;5;EUR 433,33;EUR 42,13;0.23000
14;SO54035   ;6;EUR 679,99;EUR 90,45;0.23000
15;SO54035   ;1;EUR 588;EUR 75,23;0.23000
18;SO54034   ;4;EUR 1299,99;EUR 95,12;0.23000
11;SO54034   ;6;EUR 433,33;EUR 35,78;0.23000
19;SO54033   ;9;EUR 103,54;EUR 82,78;0.23000
18;SO54031   ;1;EUR 1299,99;EUR 88,15;0.23000
10;SO54031   ;6;EUR 1490;EUR 41,51;0.23000
15;SO54030   ;7;EUR 588;EUR 92,88;0.23000
13;SO54029   ;9;EUR 399;EUR 86,79;0.23000
14;SO54029   ;10;EUR 679,99;EUR 33,96;0.23000
22;SO54026   ;10;EUR 1306;EUR 45,98;0.23000
12;SO54026   ;9;EUR 299,99;EUR 75,49;0.23000
19;SO54022   ;2;EUR 103,54;EUR 72,79;0.23000
9;SO54022   ;10;EUR 503,96;EUR 45,82;0.23000
8;SO54022   ;10;EUR 1954,74;EUR 44,81;0.23000
18;SO54021   ;2;EUR 1299,99;EUR 72,54;0.23000
15;SO54021   ;8;EUR 588;EUR 54,22;0.23000
19;SO54020   ;8;EUR 103,54;EUR 69,75;0.23000
19;SO54020   ;10;EUR 103,54;EUR 49,2;0.23000
20;SO54018   ;1;EUR 819;EUR 88,21;0.23000
18;SO54018   ;3;EUR 1299,99;EUR 99,91;0.23000
13;SO54018   ;2;EUR 399;EUR 88,16;0.23000
20;SO54016   ;8;EUR 819;EUR 81,77;0.23000
11;SO54016   ;8;EUR 433,33;EUR 79,73;0.23000
10;SO54016   ;4;EUR 1490;EUR 41,64;0.23000
12;SO54015   ;9;EUR 299,99;EUR 83,69;0.23000
13;SO54015   ;3;EUR 399;EUR 33,83;0.23000
9;SO54015   ;4;EUR 503,96;EUR 78,05;0.23000
16;SO54012   ;7;EUR 780;EUR 76,96;0.23000
15;SO54012   ;4;EUR 588;EUR 50,89;0.23000
14;SO54008   ;9;EUR 679,99;EUR 95,43;0.23000
10;SO54008   ;9;EUR 1490;EUR 57,29;0.23000
11;SO54008   ;8;EUR 433,33;EUR 33,41;0.23000
12;SO54007   ;9;EUR 299,99;EUR 60,26;0.23000
19;SO54007   ;6;EUR 103,54;EUR 85,3;0.23000
15;SO54005   ;6;EUR 588;EUR 90,06;0.46000
19;SO54003   ;3;EUR 103,54;EUR 49,19;0.23000
10;SO54003   ;3;EUR 1490;EUR 89,86;0.23000
21;SO54003   ;5;EUR 1159;EUR 90,61;0.23000
8;SO53999   ;7;EUR 1954,74;EUR 64,86;0.23000
12;SO53999   ;1;EUR 299,99;EUR 54,74;0.23000
16;SO53993   ;2;EUR 780;EUR 81,34;0.23000
19;SO53993   ;2;EUR 103,54;EUR 61,77;0.23000
13;SO53992   ;4;EUR 399;EUR 74,28;0.23000
8;SO53988   ;4;EUR 1954,74;EUR 91,83;0.23000
18;SO53985   ;6;EUR 1299,99;EUR 44,28;0.23000
16;SO53985   ;2;EUR 780;EUR 74,94;0.23000
15;SO53985   ;10;EUR 588;EUR 51,36;0.23000
8;SO53984   ;7;EUR 1954,74;EUR 36,65;0.23000
19;SO53984   ;4;EUR 103,54;EUR 72,65;0.23000
18;SO53984   ;5;EUR 1299,99;EUR 58,9;0.23000
21;SO53983   ;6;EUR 1159;EUR 60,85;0.23000
22;SO53983   ;10;EUR 1306;EUR 66,27;0.23000
10;SO53978   ;7;EUR 1490;EUR 52,5;0.46000
11;SO53978   ;10;EUR 433,33;EUR 39,73;0.23000
12;SO53978   ;3;EUR 299,99;EUR 97,17;0.23000
17;SO53976   ;6;EUR 469;EUR 65,39;0.23000
15;SO53971   ;4;EUR 588;EUR 60,87;0.46000
10;SO53971   ;4;EUR 1490;EUR 35,29;0.23000
13;SO53971   ;9;EUR 399;EUR 98,27;0.23000
17;SO53970   ;5;EUR 469;EUR 58,91;0.23000
9;SO53970   ;2;EUR 503,96;EUR 39,75;0.23000
18;SO53970   ;2;EUR 1299,99;EUR 36,76;0.23000
12;SO53970   ;7;EUR 299,99;EUR 81,49;0.46000
15;SO53970   ;9;EUR 588;EUR 82,19;0.23000
18;SO53969   ;5;EUR 1299,99;EUR 72,5;0.46000
8;SO53969   ;10;EUR 1954,74;EUR 78,34;0.23000
21;SO53969   ;3;EUR 1159;EUR 68,13;0.23000
22;SO53967   ;10;EUR 1306;EUR 66,13;0.23000
9;SO53967   ;4;EUR 503,96;EUR 35,63;0.23000
10;SO53967   ;4;EUR 1490;EUR 39,62;0.23000
17;SO53964   ;10;EUR 469;EUR 65,58;0.23000
14;SO53964   ;7;EUR 679,99;EUR 35,69;0.23000
13;SO53964   ;1;EUR 399;EUR 63,09;0.23000
16;SO53964   ;5;EUR 780;EUR 73,73;0.23000
20;SO53954   ;1;EUR 819;EUR 82,5;0.23000
13;SO53954   ;4;EUR 399;EUR 36,61;0.23000
10;SO53954   ;9;EUR 1490;EUR 52,79;0.23000
8;SO53953   ;5;EUR 1954,74;EUR 99,25;0.23000
13;SO53953   ;6;EUR 399;EUR 68,57;0.23000
20;SO53953   ;9;EUR 819;EUR 90,21;0.23000
15;SO53953   ;7;EUR 588;EUR 89,64;0.23000
13;SO53951   ;9;EUR 399;EUR 47,31;0.23000
14;SO53951   ;1;EUR 679,99;EUR 92,42;0.46000
18;SO53950   ;6;EUR 1299,99;EUR 100,01;0.23000
16;SO53950   ;8;EUR 780;EUR 53,19;0.23000
18;SO53950   ;10;EUR 1299,99;EUR 64,21;0.23000
9;SO53949   ;10;EUR 503,96;EUR 43,55;0.23000
14;SO53949   ;6;EUR 679,99;EUR 98,63;0.23000
17;SO53949   ;2;EUR 469;EUR 30,91;0.23000
8;SO53947   ;3;EUR 1954,74;EUR 90,29;0.23000
19;SO53947   ;2;EUR 103,54;EUR 39,48;0.23000
21;SO53947   ;2;EUR 1159;EUR 91,51;0.23000
13;SO53945   ;4;EUR 399;EUR 83,22;0.23000
22;SO53944   ;2;EUR 1306;EUR 88,65;0.23000
12;SO53944   ;4;EUR 299,99;EUR 50,28;0.23000
19;SO53941   ;10;EUR 103,54;EUR 44,79;0.23000
14;SO53941   ;8;EUR 679,99;EUR 99,33;0.23000
10;SO53938   ;8;EUR 1490;EUR 78,02;0.23000
18;SO53938   ;6;EUR 1299,99;EUR 75,37;0.23000
22;SO53938   ;4;EUR 1306;EUR 43,03;0.23000
21;SO53933   ;1;EUR 1159;EUR 62,01;0.23000
9;SO53933   ;4;EUR 503,96;EUR 45;0.23000
21;SO53933   ;4;EUR 1159;EUR 44,55;0.23000
9;SO53933   ;2;EUR 503,96;EUR 70,48;0.23000
11;SO53923   ;4;EUR 433,33;EUR 81,41;0.23000
16;SO53918   ;1;EUR 780;EUR 96,62;0.23000
16;SO53918   ;4;EUR 780;EUR 43,38;0.46000
13;SO53918   ;8;EUR 399;EUR 35,7;0.23000
18;SO53918   ;10;EUR 1299,99;EUR 70,02;0.23000
19;SO53918   ;10;EUR 103,54;EUR 59,35;0.23000
17;SO53915   ;6;EUR 469;EUR 90,67;0.23000
19;SO53913   ;10;EUR 103,54;EUR 42,57;0.23000
15;SO53913   ;7;EUR 588;EUR 71,93;0.23000
20;SO53913   ;3;EUR 819;EUR 46,27;0.46000
18;SO53912   ;3;EUR 1299,99;EUR 76,7;0.23000
20;SO53912   ;10;EUR 819;EUR 63,85;0.46000
18;SO53911   ;9;EUR 1299,99;EUR 69,98;0.23000
16;SO53911   ;7;EUR 780;EUR 30,32;0.23000
21;SO53910   ;1;EUR 1159;EUR 89,75;0.46000
12;SO53910   ;9;EUR 299,99;EUR 56,64;0.23000
19;SO53910   ;8;EUR 103,54;EUR 85,42;0.23000
21;SO53909   ;2;EUR 1159;EUR 31,35;0.23000
18;SO53909   ;7;EUR 1299,99;EUR 76,05;0.46000
14;SO53909   ;8;EUR 679,99;EUR 82,11;0.23000
19;SO53907   ;4;EUR 103,54;EUR 55,29;0.23000
15;SO53906   ;8;EUR 588;EUR 95,87;0.23000
16;SO53903   ;7;EUR 780;EUR 92,52;0.23000
17;SO53898   ;1;EUR 469;EUR 31,98;0.23000
22;SO53898   ;5;EUR 1306;EUR 81,36;0.23000
21;SO53897   ;10;EUR 1159;EUR 60,49;0.23000
10;SO53897   ;5;EUR 1490;EUR 42,01;0.23000
19;SO53895   ;1;EUR 103,54;EUR 80,26;0.23000
22;SO53895   ;2;EUR 1306;EUR 83,09;0.23000
20;SO53895   ;3;EUR 819;EUR 32,49;0.23000
14;SO53895   ;4;EUR 679,99;EUR 66,96;0.23000
17;SO53894   ;4;EUR 469;EUR 62,32;0.23000
15;SO53894   ;3;EUR 588;EUR 68,19;0.23000
13;SO53885   ;3;EUR 399;EUR 52,7;0.23000
21;SO53885   ;1;EUR 1159;EUR 73,98;0.23000
17;SO53881   ;2;EUR 469;EUR 61,15;0.23000
8;SO53878   ;2;EUR 1954,74;EUR 41,14;0.23000
17;SO53878   ;10;EUR 469;EUR 99,83;0.46000
10;SO53878   ;2;EUR 1490;EUR 31,8;0.23000
12;SO53876   ;10;EUR 299,99;EUR 37,69;0.23000
18;SO53876   ;8;EUR 1299,99;EUR 67,37;0.46000
17;SO53875   ;1;EUR 469;EUR 98,18;0.23000
18;SO53875   ;10;EUR 1299,99;EUR 37,28;0.23000
18;SO53875   ;8;EUR 1299,99;EUR 92,72;0.23000
10;SO53875   ;5;EUR 1490;EUR 83,17;0.23000
15;SO53872   ;7;EUR 588;EUR 91,72;0.23000
17;SO53872   ;5;EUR 469;EUR 85,95;0.23000
16;SO53872   ;6;EUR 780;EUR 77,96;0.23000
11;SO53872   ;7;EUR 433,33;EUR 47,42;0.23000
8;SO53871   ;8;EUR 1954,74;EUR 91,53;0.46000
8;SO53870   ;10;EUR 1954,74;EUR 97,74;0.23000
8;SO53870   ;5;EUR 1954,74;EUR 41,65;0.23000
18;SO53870   ;7;EUR 1299,99;EUR 53,44;0.46000
22;SO53869   ;2;EUR 1306;EUR 40,95;0.23000
17;SO53869   ;3;EUR 469;EUR 70;0.23000
20;SO53861   ;3;EUR 819;EUR 31,35;0.23000
8;SO53861   ;9;EUR 1954,74;EUR 85,26;0.23000
10;SO53859   ;4;EUR 1490;EUR 63,9;0.23000
14;SO53859   ;9;EUR 679,99;EUR 65,04;0.23000
13;SO53859   ;1;EUR 399;EUR 66,37;0.23000
14;SO53855   ;5;EUR 679,99;EUR 88,48;0.46000
16;SO53855   ;4;EUR 780;EUR 35,26;0.23000
8;SO53855   ;4;EUR 1954,74;EUR 69,08;0.23000
11;SO53852   ;2;EUR 433,33;EUR 77,37;0.46000
12;SO53852   ;8;EUR 299,99;EUR 37,94;0.23000
13;SO53852   ;3;EUR 399;EUR 95,96;0.23000
14;SO53852   ;6;EUR 679,99;EUR 91,96;0.23000
19;SO53852   ;10;EUR 103,54;EUR 56,8;0.23000
13;SO53851   ;1;EUR 399;EUR 83,07;0.23000
14;SO53851   ;8;EUR 679,99;EUR 69,26;0.23000
22;SO53851   ;2;EUR 1306;EUR 30,27;0.23000
17;SO53851   ;9;EUR 469;EUR 40,32;0.23000
17;SO53847   ;9;EUR 469;EUR 96,88;0.23000
17;SO53847   ;5;EUR 469;EUR 75,76;0.23000
17;SO53847   ;3;EUR 469;EUR 73,72;0.23000
8;SO53842   ;10;EUR 1954,74;EUR 87,35;0.23000
11;SO53842   ;9;EUR 433,33;EUR 38,27;0.23000
16;SO53842   ;7;EUR 780;EUR 90,75;0.23000
14;SO53840   ;9;EUR 679,99;EUR 95,01;0.46000
18;SO53840   ;7;EUR 1299,99;EUR 33,88;0.23000
19;SO53839   ;6;EUR 103,54;EUR 43,13;0.23000
8;SO53839   ;1;EUR 1954,74;EUR 62,81;0.46000
14;SO53839   ;1;EUR 679,99;EUR 46,23;0.23000
10;SO53839   ;7;EUR 1490;EUR 86,02;0.23000
14;SO53835   ;9;EUR 679,99;EUR 77,73;0.23000
13;SO53835   ;9;EUR 399;EUR 44,36;0.23000
12;SO53835   ;1;EUR 299,99;EUR 88,49;0.23000
21;SO53832   ;5;EUR 1159;EUR 92,78;0.23000
21;SO53832   ;7;EUR 1159;EUR 53,89;0.46000
19;SO53826   ;5;EUR 103,54;EUR 50,66;0.46000
21;SO53826   ;6;EUR 1159;EUR 56,51;0.23000
10;SO53824   ;3;EUR 1490;EUR 50,91;0.23000
20;SO53824   ;9;EUR 819;EUR 62,09;0.23000
14;SO53824   ;3;EUR 679,99;EUR 36,14;0.23000
21;SO53823   ;1;EUR 1159;EUR 63,52;0.46000
13;SO53823   ;4;EUR 399;EUR 97,28;0.46000
20;SO53821   ;8;EUR 819;EUR 87,07;0.23000
10;SO53821   ;9;EUR 1490;EUR 49,35;0.23000
14;SO53819   ;2;EUR 679,99;EUR 46,46;0.23000
19;SO53819   ;6;EUR 103,54;EUR 45,79;0.23000
14;SO53819   ;5;EUR 679,99;EUR 38,02;0.23000
22;SO53819   ;5;EUR 1306;EUR 61,24;0.23000
18;SO53818   ;9;EUR 1299,99;EUR 51,13;0.23000
19;SO53818   ;2;EUR 103,54;EUR 60,16;0.23000
12;SO53818   ;6;EUR 299,99;EUR 47,94;0.23000
15;SO53818   ;2;EUR 588;EUR 51,27;0.23000
12;SO53818   ;4;EUR 299,99;EUR 64,1;0.23000
16;SO53812   ;9;EUR 780;EUR 98,5;0.23000
11;SO53812   ;8;EUR 433,33;EUR 51,63;0.23000
8;SO53811   ;7;EUR 1954,74;EUR 80,77;0.46000
12;SO53811   ;6;EUR 299,99;EUR 52,04;0.23000
9;SO53810   ;10;EUR 503,96;EUR 38,05;0.23000
10;SO53810   ;3;EUR 1490;EUR 58,28;0.23000
20;SO53810   ;6;EUR 819;EUR 30,93;0.23000
12;SO53808   ;1;EUR 299,99;EUR 98,57;0.23000
12;SO53808   ;7;EUR 299,99;EUR 69,19;0.23000
8;SO53808   ;9;EUR 1954,74;EUR 71,19;0.23000
8;SO53808   ;5;EUR 1954,74;EUR 50,68;0.23000
18;SO53807   ;5;EUR 1299,99;EUR 74,28;0.23000
20;SO53805   ;8;EUR 819;EUR 70,85;0.23000
16;SO53805   ;7;EUR 780;EUR 48,5;0.23000
21;SO53802   ;4;EUR 1159;EUR 82,5;0.23000
19;SO53802   ;3;EUR 103,54;EUR 90,05;0.23000
20;SO53801   ;9;EUR 819;EUR 43,29;0.23000
18;SO53801   ;6;EUR 1299,99;EUR 53,86;0.23000
12;SO53796   ;5;EUR 299,99;EUR 86;0.23000
13;SO53796   ;1;EUR 399;EUR 56,81;0.23000
10;SO53793   ;7;EUR 1490;EUR 83,18;0.23000
8;SO53793   ;4;EUR 1954,74;EUR 55,19;0.23000
21;SO53793   ;8;EUR 1159;EUR 63,51;0.23000
8;SO53782   ;2;EUR 1954,74;EUR 51,93;0.23000
11;SO53782   ;5;EUR 433,33;EUR 86,54;0.23000
14;SO53781   ;6;EUR 679,99;EUR 59,41;0.23000
